person_tmdbId,bio,born,bornIn,died,person_imdbId,name,person_poster,person_url
27771,"Timothy L.  ""Tim"" Reid (born December 19, 1944) is an American actor, comedian and film director best known for his roles in prime time American television programs, such as Venus Flytrap on WKRP in Cincinnati (1978-82), Marcel ""Downtown"" Brown on Simon &amp; Simon (1983-87), Ray Campbell on Sister, Sister (1994-99) and William Barnett on That 70's Show (2004-2006)...",1944-12-19,"Norfolk, Virginia, United States",,5347,Tim Reid,https://image.tmdb.org/t/p/w440_and_h660_face/zUqFVuSPBK09YVvCIxKkAOtoM8m.jpg,https://themoviedb.org/person/27771
27811,"Peter Frederick Weller (born June 24, 1947) is an American film and stage actor, director and lecturer. 

He is best known for his roles as the title character in the first two RoboCop films and Buckaroo Banzai in the cult classic The Adventures of Buckaroo Banzai Across the 8th Dimension.  He received an Academy Award nomination for his direction for the 1993 short Partners, in which he also acted.  He also hosted the show Engineering an Empire on the History channel...",1947-06-24,"Stevens Point, Wisconsin, USA",,693,Peter Weller,https://image.tmdb.org/t/p/w440_and_h660_face/mVRJX38zabRadVPJe0XOTObVzhp.jpg,https://themoviedb.org/person/27811
28010,"From Wikipedia, the free encyclopedia

David Ogden Stiers (October 31, 1942 – March 3, 2018) is an American actor, director, vocal actor, and musician, noted for his role in the television series MAS*H as Major Charles Emerson Winchester III and the science fiction drama The Dead Zone as Reverend Gene Purdy.  He was also known for his character Attorney Michael Reston in the Perry Mason TV Movies...",1942-10-31,"Peoria, Illinois, USA",2018-03-03,1773,David Ogden Stiers,https://image.tmdb.org/t/p/w440_and_h660_face/4pxfrWgLvoX2M1foU5MAC4jTdvK.jpg,https://themoviedb.org/person/28010
28633,"Richard Dale Jenkins (born May 4, 1947) is an American actor.  Jenkins began his acting career in theater at the Trinity Repertory Company and later made his film debut in 1974.  He has worked steadily in film and television since the 1980s, mostly in supporting roles.  His first major role did not come until the early 2000s, when he portrayed the deceased patriarch Nathaniel Fisher on the HBO funeral drama series Six Feet Under (2001–2005)...",1947-05-04,"DeKalb, Illinois, USA",,420955,Richard Jenkins,https://image.tmdb.org/t/p/w440_and_h660_face/muT3RZG9hiKaKojD751RcQ5tGEy.jpg,https://themoviedb.org/person/28633
28848,"Sean Pertwee (born 4 June 1964) is an English actor well known for his film and voice over work.  He is the son of Jon Pertwee, who was best known for playing the third incarnation of The Doctor in the long-running television series Doctor Who...",1964-06-04,London - England - UK,,675730,Sean Pertwee,https://image.tmdb.org/t/p/w440_and_h660_face/j4pAEMhKL5vA61ADrkxxLFtcI4c.jpg,https://themoviedb.org/person/28848
28898,"From Wikipedia, the free encyclopedia  Michael Radford (b.  24 February 1946) is an English film director and screenwriter.   Description above from the Wikipedia article Michael Radford, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1946-02-24,"New Delhi, India",,705535,Michael Radford,https://image.tmdb.org/t/p/w440_and_h660_face/mmsyhrFCiR2H71cpXsKtQ8BE2iJ.jpg,https://themoviedb.org/person/28898
29009,"From Wikipedia, the free encyclopedia. 

Ken Kwapis (born August 17, 1957) is an American film and television director and screenwriter.  He specialized in the single-camera sitcom in the 1990s and 2000s and has directed feature films such as Sisterhood of the Traveling Pants and He's Just Not That Into You...",1957-08-17,Belleville - Illinois - USA,,477129,Ken Kwapis,,https://themoviedb.org/person/29009
29369,"Melanie Richards Griffith (born August 9, 1957) is an American actress.  She began her career in the 1970s, appearing in several independent thriller films before achieving mainstream success in the mid-1980s. 

Born in New York City to actress Tippi Hedren and advertising executive Peter Griffith, she was raised mainly in Los Angeles, where she graduated from the Hollywood Professional School at age 16...",1957-08-09,"Manhattan, New York City, New York, USA",,429,Melanie Griffith,https://image.tmdb.org/t/p/w440_and_h660_face/yffPcqlZMsXTCAZ84a1tLmdcIS6.jpg,https://themoviedb.org/person/29369
29459,"Patrick Connolly Bergin (born February 4, 1951) is an Irish actor and singer.  He may be best-known internationally for playing the menacing husband of Julia Roberts' character in the thriller Sleeping with the Enemy and is also known for his role as Irish terrorist Kevin O'Donnell in the film adaption of Patriot Games.  Bergin also appeared as Robin Hood in a 1991 TV movie...",1951-02-04,"Dublin, Ireland",,920,Patrick Bergin,https://image.tmdb.org/t/p/w440_and_h660_face/mxFum2Fr5YWD6kDQYb5u7EEvuva.jpg,https://themoviedb.org/person/29459
29859,"Richard David Briers, CBE was an English actor.  His fifty-year career encompassed television, stage, film and radio. 

Briers first came to prominence as George Starling in Marriage Lines (1961–66), but it was a decade later, when he narrated Roobarb and Noah and Nelly in. . .  SkylArk (1974–76) and when he played Tom Good in the BBC sitcom The Good Life (1975–78), that he became a household name...",1934-01-14,"Raynes Park, Surrey, England, UK",2013-02-17,1972,Richard Briers,https://image.tmdb.org/t/p/w440_and_h660_face/9nMVm8XxelrqBSjvgL93847hv6F.jpg,https://themoviedb.org/person/29859
30087,,,,,416508,Fraser James,https://image.tmdb.org/t/p/w440_and_h660_face/mGAPQG2OKTgdKFkp9YpvCSqcbgY.jpg,https://themoviedb.org/person/30087
30318,"Amanda Root (born 1963 in Chelmsford, Essex) is an English stage and screen actor and a former voice actor for children's programmes. 

Ms Root is possibly best known for her starring role in the 1995 BBC film adaptation of Jane Austen's Persuasion and the British TV comedy All About Me, as Miranda, alongside Richard Lumsden in 2004 and when she was a voice actor, best known for voicing Sophie in BFG. 

She trained for the stage at Webber Douglas Academy of Dramatic Art...",1963-01-01,"Chelmsford, Essex, England",,740500,Amanda Root,,https://themoviedb.org/person/30318
31140,"Mary Stuart Masterson (born June 28, 1966) is an American film, stage and television actress and director...",1966-06-28,"New York City, New York, USA",,524,Mary Stuart Masterson,https://image.tmdb.org/t/p/w440_and_h660_face/gUy2JuS4kmgY8laq2pvJ8tPmqsh.jpg,https://themoviedb.org/person/31140
32225,"An actress, known for The Arrival (1996), The Insider (1999) and Slap Shot (1977).  She has been married to Rick Blue since 1998.  She was previously married to David Mamet...",1948-05-12,"New York City, New York, USA",,1080,Lindsay Crouse,https://image.tmdb.org/t/p/w440_and_h660_face/p4RmAiZclkk8DWK9zFvqp9gma6H.jpg,https://themoviedb.org/person/32225
32357,"From Wikipedia, the free encyclopedia.  Nicholas Farrell (born Nicholas Frost, in 1955) is an English stage, film and television actor.  His early screen career included the role of Aubrey Montague in the 1981 film Chariots of Fire.  In 1983, he starred as Edmund Bertram in a television adaptation of the Jane Austen novel, Mansfield Park.  In 1984, he appeared in Greystoke: The Legend of Tarzan, Lord of the Apes and The Jewel in the Crown...",1955-01-01,"Essex, England, UK",,268297,Nicholas Farrell,https://image.tmdb.org/t/p/w440_and_h660_face/5W1m0oVHKb9AE1r6L3mdO2crrZC.jpg,https://themoviedb.org/person/32357
32486,"From Wikipedia, the free encyclopedia

Allen Payne (born July 7, 1968) is an American film and television actor. 

Description above from the Wikipedia article Allen Payne, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1968-07-07,"Harlem, New York, USA",,5300,Allen Payne,https://image.tmdb.org/t/p/w440_and_h660_face/fGma6p1NUrb3hYYls4zxneNcyAa.jpg,https://themoviedb.org/person/32486
33315,"From Wikipedia, the free encyclopedia. 

Richard Loncraine is a British film and television director. 

Loncraine received early training in the features department of the BBC, including a season directing items for Tomorrow's World.  Before his career in film, he was a sculptor and the first to create a chrome Newton's cradle. 

Description above from the Wikipedia article Richard Loncraine, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1946-10-20,"Cheltenham, England",,518644,Richard Loncraine,,https://themoviedb.org/person/33315
33665,"Cynthia Ann ""Cindy"" Crawford (born February 20, 1966) is an American model.  Known for her trademark mole just above her lip, Crawford has adorned hundreds of magazine covers throughout her career.  She was named #3 on VH1's 40 Hottest Hotties of the 90s.  Her success at modeling made her a celebrity that has led to roles in television and film, and to work as a spokesperson...",1966-02-20,"DeKalb, Illinois, USA",,340,Cindy Crawford,https://image.tmdb.org/t/p/w440_and_h660_face/ncJLWNKFtNDg5HFZspDMrexw2Pf.jpg,https://themoviedb.org/person/33665
34485,"Lauren Michael Holly (born October 28, 1963) is an American actress.  She is known for her roles as Deputy Sheriff Maxine Stewart in the TV series Picket Fences, as Mary Swanson in the 1994 film Dumb & Dumber, as Jenny Shepard on the TV series NCIS, and for her relationship with actor Jim Carrey...",1963-10-28,"Bristol, Pennsylvania, USA",,452,Lauren Holly,https://image.tmdb.org/t/p/w440_and_h660_face/uJoOKPd6resnq9qA0ChbiNIk7ob.jpg,https://themoviedb.org/person/34485
34849,"From Wikipedia, the free encyclopedia. 

Edward ""Ted"" Demme (October 26, 1963 – January 13, 2002) was an American film director and producer...",1963-10-26,"New York City, New York, USA",2002-01-13,1130,Ted Demme,,https://themoviedb.org/person/34849
35137,"Josiane Balasko (born 15 April 1950) is a French actress, writer and director. 

She was born Josiane Balašković in Paris.  One of Balasko's most recognized roles among English speakers is as a lesbian in 1995's Gazon maudit (French Twist).  She won the 1996 César Award (shared with Telsche Boorman) for best writing for this film, for which she was also nominated as best director.  The movie itself was nominated for best film...",1950-04-15,"Paris, France",,1929,Josiane Balasko,https://image.tmdb.org/t/p/w440_and_h660_face/eDAW4L3nNpx0sfhh5nMix4KdjfM.jpg,https://themoviedb.org/person/35137
35211,"Michel Boujenah (born 2 November 1952) is a French actor, comedian, film director and screenwriter...",1952-11-03,"Tunis, Tunisia",,99378,Michel Boujenah,https://image.tmdb.org/t/p/w440_and_h660_face/nXJfSRszZQW5SHUhz2nRErxH2B6.jpg,https://themoviedb.org/person/35211
35690,"Shawn Mathis Wayans (born January 19, 1971) is an American actor, producer, writer and comedian who starred in In Living Color and The Wayans Bros.  He is the brother of Keenen Ivory, Damon, Marlon, Kim and Nadia Wayans...",1971-01-19,"New York City, New York, U.S",,915465,Shawn Wayans,https://image.tmdb.org/t/p/w440_and_h660_face/Cat25uXhB680QLmvg9Tu16W563.jpg,https://themoviedb.org/person/35690
36898,"Ely Pouget was born on August 30, 1961 in New Jersey, USA as Elizabeth Pouget...",1961-08-30,"New Jersey, USA ",,693531,Ely Pouget,https://image.tmdb.org/t/p/w440_and_h660_face/9MGEk0VSqlDUT1PwC46je5ieBGH.jpg,https://themoviedb.org/person/36898
37710,"From Wikipedia, the free encyclopedia. 

Peter Hyams (born July 26, 1943) is an American screenwriter, director and cinematographer, probably best known for directing the 1984 science fiction adventure 2010 (the sequel to Stanley Kubrick's 2001: A Space Odyssey), Capricorn One, the comic book adaptation Timecop and the Arnold Schwarzenegger horror/action film End of Days. 

Description above from the Wikipedia article Peter Hyams, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1943-07-26,"New York City, New York, U.S.",,1382,Peter Hyams,https://image.tmdb.org/t/p/w440_and_h660_face/yRjdyOSjxVcymLoEl0ZHuNFTgVl.jpg,https://themoviedb.org/person/37710
37932,"Felix Gary Gray (born July 17, 1969) is an American filmmaker, music video director, and actor.  Gray directed Friday, Set It Off, The Negotiator, and Straight Outta Compton, as well as the remake of The Italian Job. 

Gray was born in New York.  He began his career in 1989 when he appeared uncredited in the satire comedy film Major League.  Three years later, he directed the music video for Ice Cube's ""It Was a Good Day. "" The video is a literal adaptation of the lyrics...",1969-07-17,"New York City, New York, USA",,336620,F. Gary Gray,https://image.tmdb.org/t/p/w440_and_h660_face/lVbwLnxtdiQaS8oGWFZMkhATLc5.jpg,https://themoviedb.org/person/37932
38524,"From Wikipedia, the free encyclopedia.   

Lothaire Bluteau (born 14 April 1957) is a Canadian Québécois actor.  He was born in Montreal, Quebec and performs in both French and English.  He had a recurring role in the third season of the television series 24 as the character Marcus Alvers. 

Description above from the Wikipedia article Lothaire Bluteau licensed under CC-BY-SA, full list of contributors on Wikipedia...",1957-04-14,"Montréal, Québec, Canada",,89937,Lothaire Bluteau,https://image.tmdb.org/t/p/w440_and_h660_face/d7861HYA8NKxorco4wijxjZAvqz.jpg,https://themoviedb.org/person/38524
38527,"Robert Lepage, CC OQ is a Québécois playwright, actor, film director, and stage director, one of Canada's most honoured theatre artists...",1957-12-12,"Québec City, Québec, Canada",,503215,Robert Lepage,https://image.tmdb.org/t/p/w440_and_h660_face/cUY9nwa2SDMtHIMqaM9FM6O3l5B.jpg,https://themoviedb.org/person/38527
38559,"Christophe Guy Denis ""Christopher"" Lambert (born 29 March 1957) is an American-born French actor who has appeared in American, as well as French and other European productions.  He is best known for his role as Connor MacLeod, or simply ""The Highlander"", from the movie and subsequent movie franchise series of the same name...",1957-03-29,"Great Neck, Long Island, New York, USA",,483,Christopher Lambert,https://image.tmdb.org/t/p/w440_and_h660_face/eKx856pdLyrh9sKgC8HuvuYZxlf.jpg,https://themoviedb.org/person/38559
40009,"Matt Frewer is an American Canadian singer, comedian, film and television actor, best known for creating television icon Max Headroom.  He is a graduate in Acting from the Bristol Old Vic Drama School, Bristol, England, UK...",1958-01-04,"Washington, District of Columbia, USA",,1242,Matt Frewer,https://image.tmdb.org/t/p/w440_and_h660_face/5yQeoDfwsSOnO8H2g8UjPLg6buG.jpg,https://themoviedb.org/person/40009
40900,"Sir David Mark Rylance Waters (born 18 January 1960 in Ashford, Kent, England) is an English actor, theatre director, and playwright. 

He was the first artistic director of Shakespeare's Globe in London, between 1995 and 2005.  His film appearances include Prospero's Books (1991), Angels and Insects (1995), Institute Benjamenta (1996), and Intimacy (2001).  Rylance won the Academy Award and BAFTA Award for Best Supporting Actor for his portrayal of Rudolf Abel in Bridge of Spies (2015)...",1960-01-18,"Ashford, Kent, UK",,753314,Mark Rylance,https://image.tmdb.org/t/p/w440_and_h660_face/gpnwdLoAbhAKwXQzJ04ga7UeJhs.jpg,https://themoviedb.org/person/40900
41381,"From Wikipedia, the free encyclopedia. 

Sadie Frost (born 19 June 1965) is an English actress, who currently runs fashion label Frost French and has designed the kitchens for a new development in the East End of London...",1965-06-19,"London, England, UK",,1244,Sadie Frost,https://image.tmdb.org/t/p/w440_and_h660_face/27KovPsQ5nds49REXqmKD4wdThC.jpg,https://themoviedb.org/person/41381
45649,"Paris Barclay is an American producer, writer and director for film and television.  He is also the current President of the Directors Guild of America since 2013...",1956-06-30,"Chicago Heights, Illinois, USA",,54077,Paris Barclay,,https://themoviedb.org/person/45649
46423,"From Wikipedia, the free encyclopedia. 

Olivia Jane d'Abo (born 22 January 1969) is an English actress and singer-songwriter, best known for portraying Karen Arnold in The Wonder Years and Nicole Wallace, the recurring villain in Law & Order: Criminal Intent...",1969-01-22,"Paddington, London, England, UK",,1882,Olivia d'Abo,https://image.tmdb.org/t/p/w440_and_h660_face/sQTqkjNyUSl25cIDr8xhjmO4DhA.jpg,https://themoviedb.org/person/46423
47722,"George Edward Cole, OBE (22 April 1925 - 5 August 2015) was an English film and television actor with a career which ran from the 1940s to the first decade of the twenty first century...",1925-04-22,"Tooting, South London, England, UK",2015-08-05,170552,George Cole,https://image.tmdb.org/t/p/w440_and_h660_face/wbDTfmADZzCXrfLZs1CGmxl6JUN.jpg,https://themoviedb.org/person/47722
47879,"John Savage (born John Youngs) is an American film actor, producer, production manager, and composer. 

Savage has appeared in more than 200 feature films, short films, recurring roles in television series and guest appearances in episodes of television series.  One of Savage's first notable roles is as Claude Bukowski in the 1979 film Hair.  His first major film role was as Steven Pushkov in the multiple Oscar-winning 1978 film The Deer Hunter...",1949-08-25,"Old Bethpage, Long Island, New York, USA",,1698,John Savage,https://image.tmdb.org/t/p/w440_and_h660_face/sVhvlTxebRJPQBwD0UYpI8IAonn.jpg,https://themoviedb.org/person/47879
49361,,,,,71611,Bill Bennett,,https://themoviedb.org/person/49361
49425,"Annabeth Gish is an American actress.  She has played roles in films Shag, Hiding Out, Mystic Pizza, SLC Punk!, The Last Supper and Double Jeopardy...",1971-03-13,"Albuquerque, NM",,1272,Annabeth Gish,https://image.tmdb.org/t/p/w440_and_h660_face/wfUaE95xUJ3Kh5okDpUMZNmbcom.jpg,https://themoviedb.org/person/49425
51214,"Brad Barron Renfro  was an American actor born on July 25, 1982 in Knoxville, Tennessee, to Angela Denise McCrory and Mark Renfro, a factory worker.  He was discovered at age 10 by director Joel Schumacher and made his film debut cast in the lead role of the motion picture The Client (1994), which starred Susan Sarandon and Tommy Lee Jones.  Although this would be his zenith, he went on to appear in other films, including The Cure (1995), Tom and Huck (1995), Sleepers (1996), and Apt Pupil (1998)...",1982-07-25,"Knoxville, Tennessee, U.S.",2008-01-15,605,Brad Renfro,https://image.tmdb.org/t/p/w440_and_h660_face/sboIOdBAvNZj894aP5XCqxF9zHG.jpg,https://themoviedb.org/person/51214
51359,"Lela Rochon (born Lela Rochon Staples; April 17, 1964) is an American actress who is best known for her role as Robin Stokes in the movie Waiting to Exhale. 

In 1996, Lela was chosen by People (USA) magazine as one of the ""50 most beautiful people in the world"". 

Description above from the Wikipedia article Lela Rochon, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1964-04-17,"Los Angeles, California, USA",,5375,Lela Rochon,https://image.tmdb.org/t/p/w440_and_h660_face/9DBu3r5O4fBosSS4FnSzFCVpm0O.jpg,https://themoviedb.org/person/51359
51544,"From Wikipedia, the free encyclopedia. 

Mare Winningham (born May 16, 1959), born Mary Megan Winningham, is an American actress and singer-songwriter.  She has been nominated once for an Academy Award, Golden Globe and Drama Desk, 6 times for Emmy Awards (winning two), and has also won an Independent Spirit Award and two Screen Actors Guild Award nominations. 

She is known for her role as Georgia Flood in the film Georgia, which earned her an Academy Award nomination...",1959-05-16,"Phoenix, Arizona, U.S.",,1858,Mare Winningham,https://image.tmdb.org/t/p/w440_and_h660_face/ufNKjUzTzOkrVrIWtYBYjFkXJ9C.jpg,https://themoviedb.org/person/51544
52405,Michael Lynn Hoffman is an American movie director...,1956-11-30,"Honolulu, Hawaii, USA",,1355,Michael Hoffman,https://image.tmdb.org/t/p/w440_and_h660_face/vi8H1gOWrpT1EtqPOnJ8QeEsSLU.jpg,https://themoviedb.org/person/52405
52419,"Josh C.  Hamilton (born June 9, 1969) is an American actor. 

Hamilton was born in New York City, New York.  His father is actor Dan Hamilton, and his stepmother is actress Stephanie Braxton.  His Broadway credits include Proof and The Coast of Utopia (2007, Lincoln Center)...",1969-06-09,"New York City, New York, USA ",,357979,Josh Hamilton,https://image.tmdb.org/t/p/w440_and_h660_face/1TdB6DTRkFJgurWeXtJIOHtMOw7.jpg,https://themoviedb.org/person/52419
52629,"From Wikipedia, the free encyclopedia. 

Joseph Paul Ruben (born May 10, 1950 in Briarcliff Manor, New York) is an American film director, screenwriter, and producer...",1950-05-10,"Briarcliff, New York, USA",,747849,Joseph Ruben,https://image.tmdb.org/t/p/w440_and_h660_face/ic4WkiH78PdkmxEE6i50DV8V49T.jpg,https://themoviedb.org/person/52629
52699,"From Wikipedia, the free encyclopedia.   Daniel ""Danny"" Mann is an American voice actor, writer, singer, musician, and production manager.  He is best known for his voice of Hector from Heathcliff and the Catillac Cats, Freeway, Cloudraker and Lightspeed in Transformers, Backwoods Beagle in DuckTales, Kaltag in Balto, Ferdinand from Babe, and Serge in Open Season, Open Season 2, and as Serge and Kevin the porcupine Open Season 3...",1951-07-28,,,542706,Danny Mann,https://image.tmdb.org/t/p/w440_and_h660_face/980QYqXIZCMn5Knx0vjROkw9vKo.jpg,https://themoviedb.org/person/52699
53283,"Jonathan Taylor Thomas is an American actor, voice actor, former child star, and teen idol. 

He is well known for his role of middle child Randy Taylor on the sitcom Home Improvement, as Tom Sawyer in the Disney film Tom and Huck, and as the voice of the young Simba in Disney's The Lion King...",1981-09-08,"Bethlehem, Pennsylvania, USA",,1795,Jonathan Taylor Thomas,https://image.tmdb.org/t/p/w440_and_h660_face/E4cAiS5ge08euPEXrGLKhQX7cj.jpg,https://themoviedb.org/person/53283
54447,,1966-06-19,"Hammersmith, London, England, UK",,922335,Samuel West,https://image.tmdb.org/t/p/w440_and_h660_face/yIDXDpgXxPbl5qWu8KHV7fGzVNr.jpg,https://themoviedb.org/person/54447
54789,"Sean Patrick Flanery (born October 11, 1965) is an American actor known for such roles as Connor MacManus in The Boondock Saints, Greg Stillson in The Dead Zone and for portraying Indiana Jones in The Young Indiana Jones Chronicles, as well as Bobby Dagen in Saw 3D. 

Description above from the Wikipedia article Sean Patrick Flanery , licensed under CC-BY-SA, full list of contributors on Wikipedia...",1965-10-11,"Lake Charles, Louisiana, USA",,1218,Sean Patrick Flanery,https://image.tmdb.org/t/p/w440_and_h660_face/aHQtxIjMEDWdXqvFJplx0Kcwdn6.jpg,https://themoviedb.org/person/54789
54818,,1968-06-27,,,124481,Pascale Bussières,https://image.tmdb.org/t/p/w440_and_h660_face/vbfCShcj8n0eUOoKRCAGNh1auFY.jpg,https://themoviedb.org/person/54818
54819,,1969-01-01,"	Toronto, Ontario, Canada",,6692,Rachael Crawford,https://image.tmdb.org/t/p/w440_and_h660_face/vtZg6kT3EhbNH30dMcfedGaCn3I.jpg,https://themoviedb.org/person/54819
55037,"From Wikipedia, the free encyclopedia

Jeremy Kemp (3 January 1935 - 19 July 2019) was an English actor.  He was known for his roles in the miniseries The Winds of War, The Blue Max and Z-Cars. 

Kemp was born Jeremy Walker in Chesterfield, Derbyshire, the son of Elsa May (née Kemp) and Edmund Reginald Walker, an engineer, and studied acting at the Central School of Speech and Drama...",1935-01-03,"Chesterfield, Derbyshire, England, UK",2019-07-19,447305,Jeremy Kemp,https://image.tmdb.org/t/p/w440_and_h660_face/lXKzFH9PM3H0JDlRcgMkw6FWq3i.jpg,https://themoviedb.org/person/55037
55038,"From Wikipedia, the free encyclopedia

Philip Haas is an American artist and filmmaker.  His exhibition of film installations at the Kimbell Art Museum, ""Butchers, Dragons, Gods and Skeletons,"" was listed by TIME magazine as one of the top ten museum shows of 2009 Retrospectives of his art films have been held at the Tate Gallery in London, the Centre Georges Pompidou in Paris, Lincoln Center in New York, the Museum of Fine Arts, Boston, and the National Gallery of Art in Washington, D. C...",,,,351993,Philip Haas,,https://themoviedb.org/person/55038
55439,"From Wikipedia, the free encyclopedia

Patricia Rozema (born 20 August 1958) is a Canadian film director and screenwriter. 

Description above from the Wikipedia article Patricia Rozema, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1958-08-20,"Kingston, Ontario, Canada",,5390,Patricia Rozema,,https://themoviedb.org/person/55439
56106,"From Wikipedia, the free encyclopedia. 

Charles Richard Shyer (born October 11, 1941) is an American film director, writer and producer.  Shyer's films are predominantly comedies, often with a romantic-comedy overtone...",1941-10-11,"Los Angeles, California, USA",,796124,Charles Shyer,https://image.tmdb.org/t/p/w440_and_h660_face/stcwg4mJKGQo0UBfWcXVQy6fOdP.jpg,https://themoviedb.org/person/56106
56349,"From Wikipedia, the free encyclopedia. 

Victor Ronald Salva (born March 29, 1958) is an American film director, mostly of horror movies.  His body of work includes the films Powder and Jeepers Creepers. 

Description above from the Wikipedia article Victor Salva, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1958-03-29,"Martinez, California, United States",,759207,Victor Salva,https://image.tmdb.org/t/p/w440_and_h660_face/7baSkBrUNH3I6BAQybc8YjHtuFx.jpg,https://themoviedb.org/person/56349
56710,"From Wikipedia, the free encyclopedia. 

Oliver Parker (born 6 September 1960) is an English film director. 

Parker was born in London, the son of Lady Gillian, a writer and GP, and Sir Peter Parker, a railway executive.  His brother is actor Nathaniel Parker. 

Description above from the Wikipedia article Oliver Parker, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1960-09-06,"London, England, UK",,662529,Oliver Parker,,https://themoviedb.org/person/56710
56977,"From Wikipedia, the free encyclopedia. 

Roy Dupuis (born April 21, 1963) is a Canadian actor best known for his role as counterterrorism operative Michael Samuelle in the television series La Femme Nikita.  He portrayed Maurice Richard on television and in film and Roméo Dallaire in the 2007 film Shake Hands with the Devil. 

Description above from the Wikipedia article Roy Dupuis, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1963-04-21,"New Liskeard, Ontario, Canada",,1163,Roy Dupuis,https://image.tmdb.org/t/p/w440_and_h660_face/7qexPVkYCzKadLu8DUsQ6zSfMgI.jpg,https://themoviedb.org/person/56977
56978,"From Wikipedia, the free encyclopedia. 

Jennifer Collene Rubin (born April 3, 1962) is an American actress and model.  Rubin has starred in film and on television. 

Rubin was discovered by the Ford Modeling Agency.  In 1984 she was the Ford International Model of the Year.  She was the original model for Calvin Klein Obsession ads.  Jennifer was a competitive swimmer...",1962-04-03,"Phoenix, Arizona, U.S.",,748075,Jennifer Rubin,https://image.tmdb.org/t/p/w440_and_h660_face/enQ5KyzGfUih9CNHjHQR5YulncP.jpg,https://themoviedb.org/person/56978
56979,"From Wikipedia, the free encyclopedia. 

Andrew (Andy) Lauer is a filmmaker and actor...",1965-06-19,"Santa Monica, California, USA",,490774,Andrew Lauer,,https://themoviedb.org/person/56979
57096,"From Wikipedia, the free encyclopedia. 

Maynard Eziashi (born 1965 in London, England) is a British/Nigerian actor.  In 1991, he won the Silver Bear for Best Actor at the 41st Berlin International Film Festival for his starring role in Mister Johnson (1990) alongside Pierce Brosnan. 

Other films, where Eziashi has played a part, include Twenty-One (1991), Bopha! (1993) and Ace Ventura: When Nature Calls (1995)...",,"London, England, UK",,264330,Maynard Eziashi,,https://themoviedb.org/person/57096
57250,"Shou Wan Por  (born July 17, 1960), known professionally as Robin Shou, is a Hong Kong martial artist and actor.  Frequently appearing in numerous martial arts films, Shou was most successful for playing the role of Liu Kang in Mortal Kombat & Gobei with the late Chris Farley in Beverly Hills Ninja...",1960-07-17,"Hong Kong, British Crown Colony [now China]",,795225,Robin Shou,https://image.tmdb.org/t/p/w440_and_h660_face/cnL8HqBowYu9ssTkShDfEmxTgdZ.jpg,https://themoviedb.org/person/57250
57251,"Clarence Linden Garnett Ashby III  (born May 23, 1960) is an American film/television actor and martial artist...",1960-05-23," Atlantic Beach, Florida, USA",,798,Linden Ashby,https://image.tmdb.org/t/p/w440_and_h660_face/nflhvj2uJAr2S9aWvnbQWCUXC9a.jpg,https://themoviedb.org/person/57251
57434,Amy Heckerling is an American film director best known for the box-office hits FAST TIMES AT RIDGEMONT HIGH (1982) and CLUELESS (1995)...,1954-05-07,"The Bronx, New York, USA",,2132,Amy Heckerling,https://image.tmdb.org/t/p/w440_and_h660_face/hIc3bQxLOPAcpGJ1CVFuzpzJRZ0.jpg,https://themoviedb.org/person/57434
57448,"From Wikipedia, the free encyclopedia

Eric Schweig (born Ray Dean Thrasher on 19 June 1967  ) is a Canadian actor best known for his role as Chingachgook's son Uncas in The Last of the Mohicans (1992). 

Description the Wikipedia article Eric Schweig, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1967-06-19,"Inuvik, Northwest Territories, Canada",,777760,Eric Schweig,https://image.tmdb.org/t/p/w440_and_h660_face/u2J5KUwenwVxRqMTLRvAYqZqwmf.jpg,https://themoviedb.org/person/57448
57755,"Academy Award-nominated and Emmy Award-winning actor Woodrow Tracy Harrelson was born on July 23, 1961 in Midland, Texas, to Diane Lou (Oswald) and Charles Harrelson.  He grew up in Lebanon, Ohio, where his mother was from.  After receiving degrees in theater arts and English from Hanover College, he had a brief stint in New York theater...",1961-07-23,"Midland, Texas, USA",,437,Woody Harrelson,https://image.tmdb.org/t/p/w440_and_h660_face/gaibtvUFIlwHzRvNKV5UfrR4GCM.jpg,https://themoviedb.org/person/57755
57868,,,"Toronto, Ontario, Canada",,866381,Dara Tomanovich,https://image.tmdb.org/t/p/w440_and_h660_face/jBzR1mGrJN6uU5mk7nspawsclSo.jpg,https://themoviedb.org/person/57868
57869,,1965-03-04,"Los Angeles, California, USA ",,922182,Kevin West,,https://themoviedb.org/person/57869
